invoice_date,vehicle_model,invoice_line
2017-11-03,BAJAJ PULSAR 150,HANDLEBAR
2017-11-03,BAJAJ PULSAR 150,TANK CLEANING
2017-11-03,BAJAJ PULSAR 150,RACTIFIER
2017-11-03,BAJAJ PULSAR 150,WIRING KIT
2017-11-03,BAJAJ PULSAR 150,LABOUR
2017-11-03,BAJAJ PULSAR 150,RELAY
2017-11-04,BAJAJ PULSAR 220,HANDLE WEIGHT
2017-11-04,BAJAJ PULSAR 220,VISIOR
2017-11-04,BAJAJ PULSAR 220,LABOUR
2017-11-04,BAJAJ PULSAR 220,CRASH GUARD
2017-11-04,BAJAJ PULSAR 220,DISC LEVER
2017-11-04,BAJAJ PULSAR 150,SELF REALY
2017-11-04,BAJAJ PULSAR 150,BATTERY
2017-11-04,BAJAJ AVENGER STREET 220,SPEEDOMETER CABLE
2017-11-04,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-11-04,BAJAJ PULSAR 150,GEAR AND GB SHAFT OIL SEAL
2017-11-04,BAJAJ PULSAR 150,FOOT REST
2017-11-04,BAJAJ PULSAR 150,REAR BREAK LIGHT SWITCH
2017-11-06,BAJAJ PULSAR 150,FORK OIL AND OIL SEAL
2017-11-06,BAJAJ PULSAR NS 200,CRASH GUARD
2017-11-06,BAJAJ PULSAR 150,PARKING BULB
2017-11-06,BAJAJ PULSAR 150,HEAD LIGHT BULB
2017-11-06,BAJAJ PULSAR 150,SIDE STAND
2017-11-06,BAJAJ PULSAR 220,ACCELATOR CABLE
2017-11-06,BAJAJ PULSAR NS 200,DOOM CAP
2017-11-06,BAJAJ PULSAR NS 200,COOLANT OIL
2017-11-06,BAJAJ PULSAR NS 200,CRASH GUARD BOLT
2017-11-06,BAJAJ PULSAR 150,BATTERY
2017-11-06,BAJAJ DISCOVER,DRUM BOLT
2017-11-06,BAJAJ PULSAR AS 200,WIRING CHECKUP
2017-11-07,BAJAJ PULSAR AS 200,BULB
2017-11-07,BAJAJ PULSAR AS 200,BATTERY
2017-11-08,BAJAJ DISCOVER 125,BUZZER
2017-11-08,BAJAJ PULSAR 220,DISK PAD
2017-11-08,BAJAJ PULSAR 220,HEAD LIGHT BULB
2017-11-08,BAJAJ PULSAR 220,VISIOR
2017-11-08,BAJAJ PULSAR 220,HEAD LIGHT BULB
2017-11-08,BAJAJ PULSAR 220,FORK CONE SET
2017-11-08,BAJAJ PULSAR 220,FORK OIL AND OIL SEAL
2017-11-08,BAJAJ PULSAR 220,FORK BEND
2017-11-08,BAJAJ PULSAR 220,FOOT REST
2017-11-08,BAJAJ PULSAR 150,CRANK SHAFT
2017-11-08,BAJAJ PULSAR 150,TIMMING CHAIN PAD
2017-11-08,BAJAJ PULSAR 150,BORE KIT
2017-11-08,BAJAJ PULSAR 150,TENSIONER
2017-11-08,BAJAJ PULSAR 150,LOCK ARM
2017-11-08,BAJAJ PULSAR 150,ENGINE LABOUR
2017-11-08,BAJAJ PULSAR 150,CLUTCH LEVER
2017-11-08,BAJAJ PULSAR 150,VALVE GUIDE
2017-11-08,BAJAJ PULSAR 150,HEAD REST
2017-11-08,BAJAJ PULSAR 150,SELF REALY
2017-11-08,BAJAJ PULSAR 150,GEAR AND GB SHAFT OIL SEAL
2017-11-08,BAJAJ PULSAR 150,HORN
2017-11-08,BAJAJ PULSAR 150,PACKING KIT
2017-11-08,BAJAJ PULSAR 150,VALVE KIT
2017-11-08,BAJAJ PULSAR 150,TIMMING CHAIN
2017-11-08,BAJAJ PULSAR 150,VALVE GRAINDING
2017-11-08,BAJAJ PULSAR 150,CRANK RESET
2017-11-08,BAJAJ PULSAR 150,LOADING GEAR
2017-11-08,BAJAJ PULSAR 150,ENGINE BEARING
2017-11-08,BAJAJ AVENGER STREET 220,GEAR SHAFT
2017-11-08,BAJAJ AVENGER STREET 220,PETROL TAP
2017-11-09,BAJAJ DISCOVER 125,HEAD O RING
2017-11-09,BAJAJ DISCOVER 125,ENGINE LABOUR
2017-11-09,BAJAJ DISCOVER 125,REBORE
2017-11-09,BAJAJ DISCOVER 125,VALVE GRAINDING
2017-11-09,BAJAJ DISCOVER 125,VALVE GUIDE
2017-11-09,BAJAJ DISCOVER 125,VALVE KIT
2017-11-09,BAJAJ DISCOVER 125,LOCK ARM
2017-11-09,BAJAJ DISCOVER 125,HEAD REST
2017-11-09,BAJAJ DISCOVER 125,DC KIT
2017-11-09,BAJAJ PULSAR 150,PETROL
2017-11-09,BAJAJ PULSAR 150,PLUG ADAPTER
2017-11-09,BAJAJ PULSAR 180,BATTERY CHARGE
2017-11-09,BAJAJ PULSAR 180,ONE WAY CLUTCH BUSH KIT
2017-11-09,BAJAJ PULSAR NS 200,WIRING KIT
2017-11-09,BAJAJ PULSAR NS 200,FORK OIL AND OIL SEAL
2017-11-10,BAJAJ PULSAR 150,WIND SHIELD STICKER
2017-11-10,BAJAJ PULSAR 150,LABOUR
2017-11-10,BAJAJ PULSAR 150,MAGNET COIL
2017-11-10,BAJAJ PULSAR 150,COIL CHECK
2017-11-10,BAJAJ PULSAR 220,TANK CLEANING
2017-11-10,BAJAJ PULSAR 180,INDICATOR
2017-11-10,BAJAJ AVENGER STREET,CHAIN SET
2017-11-10,BAJAJ AVENGER STREET,BRAKE LIGHT SWITCH
2017-11-11,BAJAJ PULSAR 220,SILENCER JALL SCREW
2017-11-11,BAJAJ PULSAR 220,DISK PAD
2017-11-11,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-11-11,BAJAJ PULSAR 150,DOOM
2017-11-11,BAJAJ PULSAR 150,LABOUR
2017-11-11,BAJAJ PULSAR 150,WIND SHIELD
2017-11-11,BAJAJ PULSAR 150,VISIOR
2017-11-12,BAJAJ PULSAR 180,CHAIN SET
2017-11-12,BAJAJ PULSAR 150,TENSIONER
2017-11-12,BAJAJ PULSAR 150,HEAD RUBBER
2017-11-12,BAJAJ PULSAR 150,PAD
2017-11-12,BAJAJ PULSAR 150,TIMMING CHAIN
2017-11-12,BAJAJ PULSAR 150,GASKET KIT
2017-11-12,BAJAJ PULSAR 150,LOADING GEAR
2017-11-12,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-11-12,BAJAJ AVENGER STREET 220,TAIL LAMP GLASS
2017-11-13,BAJAJ AVENGER STREET 220,LADIES FOOT REST
2017-11-13,BAJAJ PULSAR AS 200,HEAD RUBBER
2017-11-13,BAJAJ PULSAR AS 200,LABOUR
2017-11-14,BAJAJ PULSAR 150,COIL CHECK
2017-11-14,BAJAJ PULSAR 150,TANK CLEANING
2017-11-14,BAJAJ PULSAR 150,LABOUR
2017-11-14,BAJAJ PULSAR 150,COIL
2017-11-14,BAJAJ AVENGER STREET 220,BRAKE LIGHT SPRING
2017-11-14,BAJAJ AVENGER STREET 220,INDICATOR
2017-11-14,BAJAJ AVENGER STREET 220,SELF REALY
2017-11-14,BAJAJ AVENGER STREET 220,FLASHER
2017-11-14,BAJAJ PULSAR 220,INDICATOR
2017-11-14,BAJAJ PULSAR 220,FOOT REST
2017-11-14,BAJAJ PULSAR 150,DISC PUMP KIT
2017-11-14,BAJAJ PULSAR 150,CLUTCH LEVER
2017-11-14,BAJAJ PULSAR 150,RACTIFIER
2017-11-14,BAJAJ PULSAR 150,BATTERY
2017-11-14,BAJAJ PULSAR 150,CALIPER ASSEMBLY
2017-11-14,BAJAJ PULSAR 150,LOCK SET
2017-11-14,BAJAJ PULSAR 150,WIRING KIT
2017-11-14,BAJAJ PULSAR 150,ACCELATOR CABLE
2017-11-14,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-11-14,BAJAJ V,FORK CONE SET
2017-11-14,BAJAJ V,FORK OIL
2017-11-14,BAJAJ V,FORK OIL SEAL
2017-11-14,BAJAJ V,FORK OVERHUAL
2017-11-15,BAJAJ DISCOVER,BRAKE CABLE
2017-11-16,BAJAJ PULSAR RS 200,GEAR LEVER RUBBER
2017-11-16,BAJAJ PULSAR RS 200,GEAR LEVER RUBBER
2017-11-16,BAJAJ PULSAR 150,VISIOR
2017-11-16,BAJAJ AVENGER STREET 220,LADIES FOOT REST
2017-11-16,BAJAJ CT 100,EX SHOW ROOM
2017-11-16,BAJAJ CT 100,REGISTER FEES
2017-11-16,BAJAJ CT 100,LIFE TIME TAX
2017-11-16,BAJAJ CT 100,ADD ON FEES
2017-11-16,BAJAJ CT 100,LIFE TIME TAX
2017-11-16,BAJAJ CT 100,ADD ON FEES
2017-11-16,BAJAJ CT 100,REGISTER FEES
2017-11-16,BAJAJ CT 100,EX SHOW ROOM
2017-11-16,BAJAJ CT 100,ADD ON FEES
2017-11-16,BAJAJ CT 100,EX SHOW ROOM
2017-11-16,BAJAJ CT 100,REGISTER FEES
2017-11-16,BAJAJ CT 100,LIFE TIME TAX
2017-11-17,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-11-17,BAJAJ AVENGER STREET 220,INDICATOR
2017-11-17,BAJAJ AVENGER STREET 220,BUZZER
2017-11-17,BAJAJ AVENGER STREET 220,PARKING BULB
2017-11-17,BAJAJ AVENGER STREET 220,HEAD LIGHT BULB
2017-11-17,BAJAJ AVENGER STREET 220,INDICATOR
2017-11-17,BAJAJ AVENGER STREET,HORN
2017-11-17,BAJAJ PLATINA,FORK CONE SET
2017-11-17,BAJAJ PLATINA,FORK OIL AND OIL SEAL
2017-11-17,BAJAJ PLATINA,FORK BEND
2017-11-17,BAJAJ PLATINA,BRAKE CABLE
2017-11-17,BAJAJ PULSAR 150,LABOUR
2017-11-17,BAJAJ PULSAR 150,STARTER COIL
2017-11-17,BAJAJ PULSAR 150,COIL CHECK
2017-11-17,BAJAJ PULSAR 150,DISC PLATE
2017-11-18,BAJAJ PULSAR 180,DISK PAD
2017-11-18,BAJAJ CT 100,PLUG ADAPTER
2017-11-18,BAJAJ PULSAR 150,SHIELD RUBBER
2017-11-18,BAJAJ PULSAR 150,VISIOR STICKER
2017-11-18,BAJAJ PULSAR 150,WIRING CHECKUP
2017-11-18,BAJAJ PULSAR LS135,WIRING KIT
2017-11-18,BAJAJ PULSAR LS135,HEAD LAMP CONTROL
2017-11-18,BAJAJ PULSAR LS135,LABOUR
2017-11-18,BAJAJ PULSAR LS135,HEAD LIGHT BULB
2017-11-18,BAJAJ PULSAR LS135,RACTIFIER
2017-11-18,BAJAJ PULSAR LS135,SWITCH
2017-11-18,BAJAJ PULSAR LS135,SWITCH
2017-11-18,BAJAJ PULSAR 150,DISC PUMP KIT
2017-11-18,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-11-18,BAJAJ PULSAR 150,SWING ARM BUISH KIT
2017-11-18,BAJAJ PULSAR 150,ACCELATOR CABLE
2017-11-18,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-11-18,BAJAJ PULSAR 150,TANK CLEANING
2017-11-18,BAJAJ PULSAR 150,DISC PUMP KIT
2017-11-18,BAJAJ PULSAR AS 200,SPEEDOMETER CAP
2017-11-18,BAJAJ PULSAR AS 200,HEAD LIGHT DOOM
2017-11-18,BAJAJ PULSAR AS 200,INDICATOR
2017-11-18,BAJAJ PULSAR AS 200,LABOUR
2017-11-18,BAJAJ PULSAR AS 200,WIND SHIELD
2017-11-19,BAJAJ AVENGER STREET 220,SPEEDOMETER CABLE
2017-11-19,BAJAJ PULSAR 220,FOOT REST
2017-11-19,BAJAJ PULSAR 150,LADIES HANDLE
2017-11-20,BAJAJ PULSAR LS135,SELF MOTOR
2017-11-20,BAJAJ AVENGER STREET 220,CALIPER ASSEMBLY
2017-11-20,BAJAJ AVENGER STREET 220,DISC PUMP KIT
2017-11-20,BAJAJ AVENGER STREET 220,FRONT MUDGUARD
2017-11-20,BAJAJ AVENGER STREET 220,BRAKE PEDAL SPRING
2017-11-20,BAJAJ PULSAR AS 200,WIRING CHECKUP
2017-11-20,BAJAJ PULSAR AS 200,WASHING
2017-11-21,BAJAJ AVENGER STREET 220,SPEEDOMETER CABLE
2017-11-21,BAJAJ AVENGER STREET 220,HANDLE LOCK
2017-11-21,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-11-21,BAJAJ AVENGER STREET 220,MIRROR
2017-11-21,BAJAJ PULSAR 150,SEAT COVER
2017-11-21,BAJAJ AVENGER STREET 220,NUMBER PLATE STICKER
2017-11-21,BAJAJ AVENGER STREET,ONE WAY CLUTCH BUSH KIT
2017-11-21,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-11-21,BAJAJ AVENGER STREET 220,BRAKE LIGHT SWITCH
2017-11-21,BAJAJ AVENGER STREET 220,SEAT COVER
2017-11-21,BAJAJ AVENGER STREET 220,FRONT MUDGUARD
2017-11-23,BAJAJ AVENGER STREET,PAD
2017-11-23,BAJAJ PULSAR 180,FORK OIL AND OIL SEAL
2017-11-23,BAJAJ PULSAR 180,PAD
2017-11-23,BAJAJ PULSAR 180,CHAIN SET
2017-11-23,BAJAJ PULSAR 220,TANK CLEANING
2017-11-23,BAJAJ PULSAR 220,CARBURETOR CLEANING
2017-11-23,BAJAJ PULSAR 220,FLOAT
2017-11-23,BAJAJ PULSAR 220,ACCELATOR CABLE
2017-11-25,BAJAJ DISCOVER 150,VALVE GUIDE
2017-11-25,BAJAJ DISCOVER 150,VALVE GRAINDING
2017-11-25,BAJAJ DISCOVER 150,COIL CHECK
2017-11-25,BAJAJ DISCOVER 150,ENGINE OVERHUAL
2017-11-25,BAJAJ DISCOVER 150,COIL
2017-11-25,BAJAJ DISCOVER 150,DC KIT
2017-11-25,BAJAJ DISCOVER 150,VALVE KIT
2017-11-25,BAJAJ DISCOVER 150,HEAD REST
2017-11-25,BAJAJ DISCOVER 150,REBORE
2017-11-25,BAJAJ DISCOVER 150,TIMMING CHAIN
2017-11-25,BAJAJ AVENGER STREET 220,CLUTCH LEVER
2017-11-25,BAJAJ AVENGER STREET 220,DISC LEVER
2017-11-25,BAJAJ AVENGER STREET 220,CLUTCH SWITCH
2017-11-25,BAJAJ AVENGER STREET 220,INDICATOR
2017-11-25,BAJAJ AVENGER STREET 220,CHAIN ADJUSTER PLATE
2017-11-26,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-11-27,BAJAJ PULSAR 180,WIND SHIELD RUBBER
2017-11-27,BAJAJ PULSAR 180,FORK OIL AND OIL SEAL
2017-11-27,BAJAJ PULSAR 180,DRUM BOLT
2017-11-28,BAJAJ AVENGER STREET 220,HORN
2017-11-28,BAJAJ AVENGER STREET 220,HANDLE LOCK
2017-11-28,BAJAJ PULSAR 150,TIMMING CHAIN OVERHUAL
2017-11-28,BAJAJ PULSAR 150,DC KIT
2017-11-28,BAJAJ PULSAR 150,RACTIFIER
2017-11-28,BAJAJ PULSAR 150,TIMMING CHAIN
2017-11-28,BAJAJ PULSAR 150,TENSIONER
2017-11-28,BAJAJ PULSAR 150,TIMMING CHAIN PAD
2017-11-28,BAJAJ PULSAR 150,BC UNIT
2017-11-28,BAJAJ PULSAR 150,SWITCH
2017-11-28,BAJAJ AVENGER STREET 220,SPEEDOMETER CABLE
2017-11-28,BAJAJ V150,BATTERY CHARGE
2017-11-29,BAJAJ AVENGER STREET 220,DRUM BOLT
2017-11-29,BAJAJ PULSAR 150,SELF MOTOR
2017-11-29,BAJAJ PULSAR 180,WIND SHIELD
2017-11-29,BAJAJ PULSAR 180,LABOUR
2017-11-29,BAJAJ PULSAR 180,HEAD LIGHT DOOM
2017-11-29,BAJAJ PULSAR 180,VISIOR
2017-11-30,BAJAJ PULSAR 150,SEAT COVER
2017-11-30,BAJAJ PULSAR 150,DISC PUMP KIT
2017-11-30,BAJAJ PULSAR 150,GEAR LEVER
2017-11-30,BAJAJ PULSAR 150,LADIES HANDLE
2017-11-30,BAJAJ PULSAR 150,CRASH GUARD
2017-11-30,BAJAJ PULSAR 150,FOOT REST
2017-11-30,BAJAJ PULSAR 150,MASTER ASSEMBLY
2017-11-30,BAJAJ PULSAR 150,STEP HOLDER
2017-11-30,BAJAJ PULSAR 150,SEAT COVER
2017-11-30,BAJAJ PULSAR 150,SIDE STAND RUBBER
2017-11-30,BAJAJ PULSAR 150,SWITCH
2017-11-30,BAJAJ AVENGER STREET 220,GEAR SHAFT
2017-12-02,BAJAJ PULSAR 150,BATTERY CHARGE
2017-12-02,BAJAJ PULSAR RS 200,COOLANT OIL
2017-12-02,BAJAJ PULSAR RS 200,SHIELD COVER
2017-12-02,BAJAJ PULSAR 220,REAR CALIPER ASSEMBLY
2017-12-02,BAJAJ PULSAR 220,INDICATOR
2017-12-02,BAJAJ PULSAR 150,TYRE GUARD
2017-12-02,BAJAJ AVENGER STREET,CRASH GUARD
2017-12-02,BAJAJ AVENGER STREET,DISC LEVER
2017-12-02,BAJAJ DISCOVER 125,TYRE
2017-12-02,BAJAJ DISCOVER 125,CLUTCH SWITCH
2017-12-02,BAJAJ DISCOVER 125,HEAD LIGHT DOOM
2017-12-02,BAJAJ DISCOVER 125,LABOUR
2017-12-02,BAJAJ DISCOVER 125,VISIOR
2017-12-02,BAJAJ PULSAR 150,PARKING BULB
2017-12-02,BAJAJ DISCOVER,TANK BAG
2017-12-02,BAJAJ DISCOVER,BRAKE CABLE
2017-12-03,BAJAJ PULSAR 180,MIRROR
2017-12-04,BAJAJ AVENGER STREET 220,GRIPPER
2017-12-04,BAJAJ PULSAR NS 200,FOOT REST
2017-12-04,BAJAJ PULSAR NS 200,BUZZER
2017-12-04,BAJAJ PULSAR 220,NUMBER PLATE
2017-12-04,BAJAJ PULSAR 150,RACTIFIER
2017-12-05,BAJAJ DISCOVER 150,CLUTCH LEVER
2017-12-05,BAJAJ DISCOVER 150,INDICATOR
2017-12-05,BAJAJ AVENGER STREET 220,SIDE SHIELD
2017-12-05,BAJAJ AVENGER STREET 220,BATTERY CHARGE
2017-12-05,BAJAJ AVENGER STREET 220,HEAD LIGHT DOOM
2017-12-05,BAJAJ PULSAR 220,FORK BEND
2017-12-05,BAJAJ PULSAR 220,FORK CONE SET
2017-12-05,BAJAJ PULSAR 220,FORK OIL AND OIL SEAL
2017-12-05,BAJAJ PULSAR 220,CLUTCH LEVER
2017-12-06,BAJAJ PULSAR NS 200,GEAR LEVER
2017-12-06,BAJAJ PULSAR NS 200,MIRROR
2017-12-06,BAJAJ PULSAR NS 200,CRASH GUARD
2017-12-06,BAJAJ PULSAR 180,MUDGUARD BOLT
2017-12-06,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-12-06,BAJAJ PULSAR 150,CALIPER ASSEMBLY
2017-12-06,BAJAJ PULSAR 150,LABOUR
2017-12-06,BAJAJ PULSAR 150,CLUTCH LEVER
2017-12-06,BAJAJ PULSAR 150,SAREE GUARD
2017-12-07,BAJAJ V125,HEAD LIGHT BULB
2017-12-07,BAJAJ V150,HEAD LIGHT SWITCH
2017-12-07,BAJAJ PULSAR 220,TEFLON COATING
2017-12-07,BAJAJ PULSAR 150,SEAT COVER
2017-12-07,BAJAJ PULSAR AS 200,ENGINE BEARING
2017-12-07,BAJAJ PULSAR AS 200,VALVE GRAINDING
2017-12-07,BAJAJ PULSAR AS 200,ENGINE LABOUR
2017-12-07,BAJAJ PULSAR AS 200,CARBURETOR DIAPHRAGM RUBBER
2017-12-07,BAJAJ PULSAR AS 200,CRANK SHAFT
2017-12-07,BAJAJ PULSAR AS 200,CRANK RESET
2017-12-07,BAJAJ PULSAR AS 200,TIMMING CHAIN
2017-12-07,BAJAJ PULSAR AS 200,HEAD REST
2017-12-07,BAJAJ PULSAR AS 200,TIMMING CHAIN PAD
2017-12-07,BAJAJ PULSAR AS 200,PACKING KIT
2017-12-07,BAJAJ PULSAR AS 200,TENSIONER
2017-12-07,BAJAJ PULSAR AS 200,REBORE
2017-12-07,BAJAJ PULSAR AS 200,VALVE GUIDE
2017-12-07,BAJAJ PULSAR AS 200,VALVE KIT
2017-12-07,BAJAJ AVENGER STREET 220,WHEEL BEND
2017-12-08,BAJAJ PULSAR 180,BRAKE PEDAL
2017-12-08,BAJAJ PULSAR 180,SPEEDOMETER
2017-12-08,BAJAJ PULSAR 180,SEAT COVER
2017-12-08,BAJAJ PLATINA,FORK CONE SET
2017-12-08,BAJAJ PLATINA,FORK OIL SEAL
2017-12-08,BAJAJ PLATINA,FORK OIL
2017-12-08,BAJAJ PLATINA,FORK OVERHUAL
2017-12-08,BAJAJ PLATINA,FORK BEND
2017-12-08,BAJAJ PLATINA,HANDLEBAR
2017-12-08,BAJAJ PLATINA,VISIOR
2017-12-08,BAJAJ PLATINA,SPEEDOMETER STAY
2017-12-08,BAJAJ PLATINA,HANDLEBAR RUBBER
2017-12-09,BAJAJ V150,DISC PUMP KIT
2017-12-09,BAJAJ PULSAR 150,MIRROR
2017-12-09,BAJAJ PULSAR 150,BRAKE ROD
2017-12-09,BAJAJ PULSAR 150,DRUM BOLT
2017-12-10,BAJAJ PULSAR 180,FOOT REST
2017-12-10,BAJAJ PULSAR 180,SEAT COVER
2017-12-10,BAJAJ PULSAR 180,GEAR AND GB SHAFT OIL SEAL
2017-12-10,BAJAJ PULSAR 150,FUSE
2017-12-10,BAJAJ PULSAR 150,LOCK SET BOLT
2017-12-10,BAJAJ AVENGER STREET,TAIL LAMP BULB
2017-12-11,BAJAJ DISCOVER 135,HEAD LIGHT BULB
2017-12-11,BAJAJ DISCOVER 135,BATTERY
2017-12-11,BAJAJ DISCOVER 135,PARKING BULB
2017-12-11,BAJAJ DISCOVER 135,FORK OIL AND OIL SEAL
2017-12-11,BAJAJ PULSAR NS 200,COOLANT OIL
2017-12-11,BAJAJ PULSAR NS 200,BORE
2017-12-11,BAJAJ PULSAR NS 200,INDICATOR
2017-12-12,BAJAJ AVENGER STREET 220,INDICATOR
2017-12-12,BAJAJ DISCOVER 135,SEAT COVER
2017-12-12,BAJAJ DISCOVER 135,FORK BEND
2017-12-12,BAJAJ DISCOVER 135,FORK OIL
2017-12-12,BAJAJ DISCOVER 135,FORK OIL SEAL
2017-12-12,BAJAJ DISCOVER 135,FORK CONE SET
2017-12-12,BAJAJ DISCOVER 135,FORK OVERHUAL
2017-12-12,BAJAJ DISCOVER 135,HANDLEBAR
2017-12-12,BAJAJ DISCOVER 135,ACCELATOR CABLE
2017-12-12,BAJAJ DISCOVER 135,HALF ACCELERATOR
2017-12-12,BAJAJ AVENGER STREET,BRAKE LIGHT SWITCH
2017-12-12,BAJAJ PULSAR 150,WASHING
2017-12-13,BAJAJ AVENGER STREET 220,HANDLE LOCK
2017-12-13,BAJAJ AVENGER STREET 220,MIRROR
2017-12-14,BAJAJ AVENGER STREET 220,HANDLEBAR
2017-12-14,BAJAJ PULSAR 150,BULB HOLDER
2017-12-15,BAJAJ AVENGER STREET 220,BRAKE SWITCH
2017-12-15,BAJAJ PLATINA,TAIL LAMP BULB
2017-12-15,BAJAJ PLATINA,SPEEDOMETER CABLE
2017-12-16,BAJAJ AVENGER STREET 220,WHEEL ALIGNMENT
2017-12-16,BAJAJ AVENGER STREET 220,GEAR LEVER
2017-12-16,BAJAJ PULSAR 150,DISC PUMP KIT
2017-12-16,BAJAJ PULSAR 150,HELMET LOCK
2017-12-16,BAJAJ PULSAR 220,DISK PAD
2017-12-16,BAJAJ V150,DISC OVERHUAL
2017-12-17,BAJAJ AVENGER STREET,TAIL LAMP BULB
2017-12-18,BAJAJ PULSAR 220,HEAD LIGHT BULB
2017-12-18,BAJAJ PULSAR NS 200,DISC LEVER
2017-12-18,BAJAJ PULSAR NS 200,INDICATOR
2017-12-18,BAJAJ PULSAR NS 200,WASHING
2017-12-18,BAJAJ PULSAR NS 200,STOPPER WELDING
2017-12-18,BAJAJ PULSAR NS 200,ENGINE OIL TOPUP
2017-12-19,BAJAJ PULSAR 150,CLUTCH SWITCH
2017-12-19,BAJAJ PULSAR NS 200,COOLANT OIL
2017-12-19,BAJAJ CT 100,SPEEDOMETER CABLE
2017-12-19,BAJAJ AVENGER STREET 220,TAIL LAMP BULB
2017-12-19,BAJAJ DISCOVER 125,TAIL LAMP BULB
2017-12-19,BAJAJ PULSAR NS 200,COOLANT OIL
2017-12-19,BAJAJ PULSAR 150,ACCELATOR CABLE
2017-12-19,BAJAJ PULSAR 150,TAIL LAMP BULB
2017-12-19,BAJAJ PULSAR 150,INDICATOR BULB
2017-12-19,BAJAJ PULSAR 150,RACTIFIER
2017-12-19,BAJAJ PULSAR 150,SPEEDOMETER BULB
2017-12-19,BAJAJ PULSAR 150,WIRING CHECKUP
2017-12-20,BAJAJ PLATINA,INDICATOR
2017-12-20,BAJAJ PULSAR 150,CLUTCH CAM SPRING
2017-12-21,BAJAJ AVENGER STREET,CLUTCH SWITCH
2017-12-22,BAJAJ AVENGER STREET 220,PETROL TAP
2017-12-22,BAJAJ AVENGER STREET 220,SAREE GUARD
2017-12-22,BAJAJ AVENGER STREET 220,SEAT COVER
2017-12-22,BAJAJ DISCOVER 125,CALIPER ASSEMBLY
2017-12-22,BAJAJ DISCOVER 125,BATTERY
2017-12-22,BAJAJ DISCOVER 125,DISC PUMP KIT
2017-12-22,BAJAJ DISCOVER 125,RACTIFIER
2017-12-22,BAJAJ AVENGER STREET,REAR FOOT REST
2017-12-23,BAJAJ PULSAR 150,HALF ENGINE AND CARBORATOR
2017-12-23,BAJAJ PULSAR 150,DISC PUMP KIT
2017-12-23,BAJAJ PULSAR 150,CALIPER ASSEMBLY
2017-12-23,BAJAJ PULSAR 150,BRAKE LIGHT SWITCH
2017-12-23,BAJAJ PULSAR 150,ENGINE OIL TOPUP
2017-12-23,BAJAJ AVENGER STREET 220,LADIES HANDLE
2017-12-23,BAJAJ AVENGER STREET 220,SPEEDOMETER CABLE
2017-12-23,BAJAJ PULSAR RS 200,COOLANT OIL TOP UP
2017-12-23,BAJAJ PULSAR 220,DISK PAD
2017-12-23,BAJAJ PULSAR 180,MASTER CYLENDER
2017-12-23,BAJAJ AVENGER STREET 220,REAR FOOT REST
2017-12-23,BAJAJ AVENGER STREET 220,BATTERY CHARGE
2017-12-23,BAJAJ AVENGER STREET 220,WASHING
2017-12-23,BAJAJ CT 100,PETROL LOCK
2017-12-24,BAJAJ PULSAR NS 200,HEAD LIGHT BULB
2017-12-24,BAJAJ PULSAR NS 200,COOLANT OIL
2017-12-24,BAJAJ CT 100,PETROL
2017-12-24,BAJAJ PULSAR 150,BATTERY
2017-12-24,BAJAJ PULSAR 150,DRUM BOLT
2017-12-25,BAJAJ PULSAR 180,VISIOR
2017-12-25,BAJAJ PULSAR 180,ENGINE RE CONDITION
2017-12-25,BAJAJ PULSAR 180,DOOM
2017-12-25,BAJAJ PULSAR 180,FOOT REST
2017-12-25,BAJAJ PULSAR 180,BRAKE PEDAL
2017-12-25,BAJAJ PULSAR 180,DOOM SCREW RUBBER
2017-12-25,BAJAJ PULSAR 180,LABOUR
2017-12-25,BAJAJ PULSAR 180,STAY
2017-12-25,BAJAJ PULSAR 180,SILENCER JALI
2017-12-25,BAJAJ PULSAR 180,WIND SHIELD
2017-12-25,BAJAJ PULSAR 220,FOOT REST
2017-12-25,BAJAJ PULSAR 220,FORK BEND
2017-12-25,BAJAJ PULSAR 220,FORK OVERHUAL
2017-12-25,BAJAJ AVENGER STREET 220,HEAD LIGHT GRILL
2017-12-26,BAJAJ PULSAR 150,DRUM BOLT
2017-12-26,BAJAJ PULSAR 150,CLUTCH CAM SPRING
2017-12-26,BAJAJ PULSAR 150,CHAIN ADJUSTER
2017-12-26,BAJAJ PULSAR 150,SIDE BOX
2017-12-28,BAJAJ PULSAR 150,MIRROR
2017-12-28,BAJAJ AVENGER STREET 220,GEAR SHAFT
2017-12-28,BAJAJ AVENGER STREET 220,GEAR SHAFT
2018-01-03,BAJAJ DISCOVER,BRAKE CABLE
2018-01-03,BAJAJ DISCOVER,BATTERY
2018-01-03,BAJAJ DISCOVER,LOCK ARM
