Invoice Date,Job Card Date,Business Partner Name,Vehicle No.,Vehicle Model,Current KM Reading,INVOICE LINE TEXT
2018-01-15,2018-01-15,anilXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,10751.0,ENGINE OIL
2018-01-15,2018-01-15,anilXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,10751.0,AIR FILTER CHECKUP
2018-01-15,2018-01-15,anilXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,10751.0,TANK CLEANING
2018-01-15,2018-01-15,anilXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,10751.0,GENERAL SERVICE
2018-01-16,2018-01-16,p siXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,5226.0,SERVICE AND ONE WAY CLUTCH BUSH KIT
2018-01-16,2018-01-16,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,22590.0,CHAIN LUBRICATION
2018-01-16,2018-01-16,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,22590.0,ENGINE OIL
2018-01-16,2018-01-16,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,22590.0,GENERAL SERVICE
2018-01-16,2018-01-16,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,22590.0,AIR FILTER
2018-01-16,2018-01-16,maheXXXXXXXXXX,KA53ERXXXX,BAJAJ CT 100,9488.0,ENGINE OIL
2018-01-16,2018-01-16,maheXXXXXXXXXX,KA53ERXXXX,BAJAJ CT 100,9488.0,CHAIN LUBRICATION
2018-01-16,2018-01-16,maheXXXXXXXXXX,KA53ERXXXX,BAJAJ CT 100,9488.0,WHEEL RUBBER
2018-01-16,2018-01-16,maheXXXXXXXXXX,KA53ERXXXX,BAJAJ CT 100,9488.0,GENERAL SERVICE
2018-01-16,2018-01-16,manaXXXXXXXXXX,KA53X3XXXX,BAJAJ PULSAR 150,28575.0,GENERAL SERVICE
2018-01-16,2018-01-16,manaXXXXXXXXXX,KA53X3XXXX,BAJAJ PULSAR 150,28575.0,BRAKE LIGHT SWITCH
2018-01-16,2018-01-16,manaXXXXXXXXXX,KA53X3XXXX,BAJAJ PULSAR 150,28575.0,ENGINE OIL
2018-01-16,2018-01-16,manaXXXXXXXXXX,KA53X3XXXX,BAJAJ PULSAR 150,28575.0,AIR FILTER
2018-01-16,2018-01-16,manaXXXXXXXXXX,KA53X3XXXX,BAJAJ PULSAR 150,28575.0,CHAIN LUBRICATION
2018-01-16,2018-01-16,mahiXXXXXXXXXX,KA03JPXXXX,BAJAJ CT 100,807.0,3M OIL
2018-01-16,2018-01-16,mahiXXXXXXXXXX,KA03JPXXXX,BAJAJ CT 100,807.0,CONSUMABLES
2018-01-16,2018-01-16,mahiXXXXXXXXXX,KA03JPXXXX,BAJAJ CT 100,807.0,ENGINE OIL
2018-01-16,2018-01-16,mahiXXXXXXXXXX,KA03JPXXXX,BAJAJ CT 100,807.0,POLISH
2018-01-16,2018-01-16,mahiXXXXXXXXXX,KA03JPXXXX,BAJAJ CT 100,807.0,CHAIN LUBRICATION
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,TYRE
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,GENERAL SERVICE
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,AIR FILTER
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,DISC PAD
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,TYRE
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,BRAKE LIGHT SWITCH
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,CHAIN LUBRICATION
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,ENGINE OIL
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,CLUTCH SWITCH
2018-01-16,2018-01-16,prasXXXXXXXXXX,KA20EDXXXX,BAJAJ PULSAR 150,43122.0,TYRE REPLACEMENT
2018-01-17,2018-01-17,NITHXXXXXXXXXX,NITHINXXXX,BAJAJ PULSAR 150,2409.0,3M OIL
2018-01-17,2018-01-17,NITHXXXXXXXXXX,NITHINXXXX,BAJAJ PULSAR 150,2409.0,CHAIN LUBRICATION
2018-01-17,2018-01-17,NITHXXXXXXXXXX,NITHINXXXX,BAJAJ PULSAR 150,2409.0,ENGINE OIL
2018-01-17,2018-01-17,NITHXXXXXXXXXX,NITHINXXXX,BAJAJ PULSAR 150,2409.0,CONSUMABLES
2018-01-17,2018-01-17,NITHXXXXXXXXXX,NITHINXXXX,BAJAJ PULSAR 150,2409.0,POLISH
2018-01-17,2018-01-17,shivXXXXXXXXXX,KA03JAXXXX,BAJAJ PULSAR 150,30151.0,ENGINE OIL
2018-01-17,2018-01-17,shivXXXXXXXXXX,KA03JAXXXX,BAJAJ PULSAR 150,30151.0,CHAIN LUBRICATION
2018-01-17,2018-01-17,shivXXXXXXXXXX,KA03JAXXXX,BAJAJ PULSAR 150,30151.0,AIR FILTER
2018-01-17,2018-01-17,shivXXXXXXXXXX,KA03JAXXXX,BAJAJ PULSAR 150,30151.0,GENERAL SERVICE
2018-01-17,2018-01-17,adarXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,4857.0,3M OIL
2018-01-17,2018-01-17,adarXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,4857.0,CHAIN LUBRICATION
2018-01-17,2018-01-17,adarXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,4857.0,ENGINE OIL
2018-01-17,2018-01-17,adarXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,4857.0,CONSUMABLES
2018-01-17,2018-01-17,adarXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,4857.0,POLISH
2018-01-17,2018-01-17,GAJEXXXXXXXXXX,GAJENDXXXX,BAJAJ AVENGER STREET,500.0,CONSUMABLES
2018-01-17,2018-01-17,GAJEXXXXXXXXXX,GAJENDXXXX,BAJAJ AVENGER STREET,500.0,POLISH
2018-01-17,2018-01-17,GAJEXXXXXXXXXX,GAJENDXXXX,BAJAJ AVENGER STREET,500.0,3M OIL
2018-01-17,2018-01-17,GAJEXXXXXXXXXX,GAJENDXXXX,BAJAJ AVENGER STREET,500.0,CHAIN LUBRICATION
2018-01-17,2018-01-17,GAJEXXXXXXXXXX,GAJENDXXXX,BAJAJ AVENGER STREET,500.0,ENGINE OIL
2018-01-17,2018-01-17,vinoXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,15259.0,AIR FILTER
2018-01-17,2018-01-17,vinoXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,15259.0,ENGINE OIL
2018-01-17,2018-01-17,vinoXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,15259.0,CHAIN LUBRICATION
2018-01-17,2018-01-17,vinoXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,15259.0,BRAKE SHOE
2018-01-17,2018-01-17,vinoXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,15259.0,DISC PAD
2018-01-17,2018-01-17,vinoXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,15259.0,GENERAL SERVICE
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,ENGINE OIL
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,CHAIN LUBRICATION
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,TYRE REPLACEMENT
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,GENERAL SERVICE
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,AIR FILTER
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,DISK PAD
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,TYRE
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,CLUTCH CABLE
2018-01-18,2018-01-18,sagaXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR NS 200,9227.0,OIL FILTER
2018-01-18,2018-01-18,swamXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,4617.0,GENERAL SERVICE
2018-01-18,2018-01-18,swamXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,4617.0,BRAKE SHOE
2018-01-18,2018-01-18,swamXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,4617.0,AIR FILTER
2018-01-18,2018-01-18,swamXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,4617.0,CHAIN LUBRICATION
2018-01-18,2018-01-18,swamXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,4617.0,ENGINE OIL
2018-01-18,2018-01-18,pratXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,11378.0,DISC PAD
2018-01-18,2018-01-18,pratXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,11378.0,CHAIN LUBRICATION
2018-01-18,2018-01-18,pratXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,11378.0,ENGINE OIL
2018-01-18,2018-01-18,pratXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,11378.0,GENERAL SERVICE
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,GEAR AND GB SHAFT OIL SEAL
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,SPARK PLUG
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,TANK CLEANING
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,AIR FILTER
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,GENERAL SERVICE
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,CHAIN LUBRICATION
2018-01-18,2018-01-18,ashiXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,23717.0,ENGINE OIL
2018-01-18,2018-01-18,joclXXXXXXXXXX,KA03HDXXXX,BAJAJ PULSAR 150,22254.0,GENERAL SERVICE
2018-01-18,2018-01-18,joclXXXXXXXXXX,KA03HDXXXX,BAJAJ PULSAR 150,22254.0,MIRROR
2018-01-18,2018-01-18,joclXXXXXXXXXX,KA03HDXXXX,BAJAJ PULSAR 150,22254.0,AIR FILTER
2018-01-18,2018-01-18,joclXXXXXXXXXX,KA03HDXXXX,BAJAJ PULSAR 150,22254.0,BRAKE SHOE
2018-01-18,2018-01-18,joclXXXXXXXXXX,KA03HDXXXX,BAJAJ PULSAR 150,22254.0,CHAIN LUBRICATION
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,BULB
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,GENERAL SERVICE
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,TAIL LAMP BULB
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,DISC PAD
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,ENGINE OIL
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,PARKING BULB
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,INDICATOR BULB
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,AIR FILTER
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,WHEEL RUBBER
2018-01-18,2018-01-18,arunXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 220,11806.0,CHAIN LUBRICATION
2018-01-19,2018-01-19,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,4223.0,CHAIN LUBRICATION
2018-01-19,2018-01-19,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,4223.0,ENGINE OIL
2018-01-19,2018-01-19,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,4223.0,3M OIL
2018-01-19,2018-01-19,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,4223.0,CONSUMABLES
2018-01-19,2018-01-19,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,4223.0,POLISH
2018-01-19,2018-01-19,santXXXXXXXXXX,KA53ETXXXX,BAJAJ CT 100,4223.0,WHEEL RUBBER
2018-01-19,2018-01-19,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,9921.0,GRIPPER
2018-01-19,2018-01-19,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,9921.0,CONSUMABLES
2018-01-19,2018-01-19,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,9921.0,ENGINE OIL
2018-01-19,2018-01-19,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,9921.0,AIR FILTER
2018-01-19,2018-01-19,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,9921.0,3M OIL
2018-01-19,2018-01-19,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 180,9921.0,CHAIN LUBRICATION
2018-01-19,2018-01-19,shalXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,773.0,ENGINE OIL
2018-01-19,2018-01-19,shalXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,773.0,CHAIN LUBRICATION
2018-01-19,2018-01-19,shalXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,773.0,POLISH
2018-01-19,2018-01-19,shalXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,773.0,3M OIL
2018-01-19,2018-01-19,shalXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,773.0,CONSUMABLES
2018-01-19,2018-01-19,shivXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,10238.0,GENERAL SERVICE
2018-01-19,2018-01-19,shivXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,10238.0,AIR FILTER
2018-01-19,2018-01-19,shivXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,10238.0,CHAIN LUBRICATION
2018-01-19,2018-01-19,shivXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,10238.0,DISC PAD
2018-01-19,2018-01-19,shivXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,10238.0,ENGINE OIL
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,ENGINE OIL
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,COOLANT OIL TOP UP
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,POLISH
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,OIL FILTER
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,CONSUMABLES
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,3M OIL
2018-01-19,2018-01-19,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,9806.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,manjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,10646.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,manjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,10646.0,ENGINE OIL
2018-01-20,2018-01-20,manjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,10646.0,GENERAL SERVICE
2018-01-20,2018-01-20,manjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,10646.0,OIL FILTER
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,WHEEL RUBBER
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,ENGINE OIL
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,AIR FILTER
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,POLISH
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,3M OIL
2018-01-20,2018-01-20,sureXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,5030.0,CONSUMABLES
2018-01-20,2018-01-20,chaiXXXXXXXXXX,KA03JHXXXX,BAJAJ AVENGER STREET 220,1337.0,REAR FOOT REST
2018-01-20,2018-01-20,chaiXXXXXXXXXX,KA03JHXXXX,BAJAJ AVENGER STREET 220,1337.0,POLISH
2018-01-20,2018-01-20,chaiXXXXXXXXXX,KA03JHXXXX,BAJAJ AVENGER STREET 220,1337.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,chaiXXXXXXXXXX,KA03JHXXXX,BAJAJ AVENGER STREET 220,1337.0,CONSUMABLES
2018-01-20,2018-01-20,chaiXXXXXXXXXX,KA03JHXXXX,BAJAJ AVENGER STREET 220,1337.0,ENGINE OIL
2018-01-20,2018-01-20,chaiXXXXXXXXXX,KA03JHXXXX,BAJAJ AVENGER STREET 220,1337.0,3M OIL
2018-01-20,2018-01-20,arulXXXXXXXXXX,KA03JCXXXX,BAJAJ PULSAR 150,7420.0,SPEEDOMETER CABLE
2018-01-20,2018-01-20,arulXXXXXXXXXX,KA03JCXXXX,BAJAJ PULSAR 150,7420.0,GENERAL SERVICE
2018-01-20,2018-01-20,arulXXXXXXXXXX,KA03JCXXXX,BAJAJ PULSAR 150,7420.0,AIR FILTER
2018-01-20,2018-01-20,arulXXXXXXXXXX,KA03JCXXXX,BAJAJ PULSAR 150,7420.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,arulXXXXXXXXXX,KA03JCXXXX,BAJAJ PULSAR 150,7420.0,ENGINE OIL
2018-01-20,2018-01-20,sathXXXXXXXXXX,KA53EKXXXX,BAJAJ PULSAR 150,21988.0,ENGINE OIL
2018-01-20,2018-01-20,sathXXXXXXXXXX,KA53EKXXXX,BAJAJ PULSAR 150,21988.0,GENERAL SERVICE
2018-01-20,2018-01-20,sathXXXXXXXXXX,KA53EKXXXX,BAJAJ PULSAR 150,21988.0,DISC PAD
2018-01-20,2018-01-20,sathXXXXXXXXXX,KA53EKXXXX,BAJAJ PULSAR 150,21988.0,AIR FILTER
2018-01-20,2018-01-20,sathXXXXXXXXXX,KA53EKXXXX,BAJAJ PULSAR 150,21988.0,DISC OIL
2018-01-20,2018-01-20,sathXXXXXXXXXX,KA53EKXXXX,BAJAJ PULSAR 150,21988.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,CHAIN SPROCKET
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,ENGINE OIL
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,SEAT COVER
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,CHAIN OVERHAUL
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,DISC OIL
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,CLUTCH CABLE
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,AIR FILTER
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,BRAKE SHOE
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,GENERAL SERVICE
2018-01-20,2018-01-20,prasXXXXXXXXXX,KA03HWXXXX,BAJAJ PULSAR 150,25843.0,CHAIN ADJUSTER
2018-01-20,2018-01-20,rahuXXXXXXXXXX,KA03JPXXXX,BAJAJ PULSAR NS 200,595.0,CONSUMABLES
2018-01-20,2018-01-20,rahuXXXXXXXXXX,KA03JPXXXX,BAJAJ PULSAR NS 200,595.0,3M OIL
2018-01-20,2018-01-20,rahuXXXXXXXXXX,KA03JPXXXX,BAJAJ PULSAR NS 200,595.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,rahuXXXXXXXXXX,KA03JPXXXX,BAJAJ PULSAR NS 200,595.0,ENGINE OIL
2018-01-20,2018-01-20,rahuXXXXXXXXXX,KA03JPXXXX,BAJAJ PULSAR NS 200,595.0,COOLANT OIL
2018-01-20,2018-01-20,giriXXXXXXXXXX,AP09CBXXXX,BAJAJ AVENGER STREET 220,48626.0,GENERAL SERVICE
2018-01-20,2018-01-20,giriXXXXXXXXXX,AP09CBXXXX,BAJAJ AVENGER STREET 220,48626.0,DISC HOSE PIPE
2018-01-20,2018-01-20,giriXXXXXXXXXX,AP09CBXXXX,BAJAJ AVENGER STREET 220,48626.0,BRAKE LIGHT SWITCH 
2018-01-20,2018-01-20,giriXXXXXXXXXX,AP09CBXXXX,BAJAJ AVENGER STREET 220,48626.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,giriXXXXXXXXXX,AP09CBXXXX,BAJAJ AVENGER STREET 220,48626.0,ENGINE OIL
2018-01-20,2018-01-20,sameXXXXXXXXXX,KA53S8XXXX,BAJAJ AVENGER STREET 220,21884.0,ENGINE OIL
2018-01-20,2018-01-20,sameXXXXXXXXXX,KA53S8XXXX,BAJAJ AVENGER STREET 220,21884.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,sameXXXXXXXXXX,KA53S8XXXX,BAJAJ AVENGER STREET 220,21884.0,GENERAL SERVICE
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,BRAKE SHOE
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,CHAIN LUBRICATION
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,ENGINE OIL
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,3M OIL
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,CONSUMABLES
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,AIR FILTER
2018-01-20,2018-01-20,vijaXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 150,5944.0,WHEEL RUBBER
2018-01-21,2018-01-21,viloXXXXXXXXXX,KA51EGXXXX,BAJAJ DISCOVER,20547.0,CHAIN LUBRICATION
2018-01-21,2018-01-21,viloXXXXXXXXXX,KA51EGXXXX,BAJAJ DISCOVER,20547.0,ENGINE OIL
2018-01-21,2018-01-21,viloXXXXXXXXXX,KA51EGXXXX,BAJAJ DISCOVER,20547.0,GENERAL SERVICE
2018-01-21,2018-01-21,viloXXXXXXXXXX,KA51EGXXXX,BAJAJ DISCOVER,20547.0,OIL FILTER
2018-01-21,2018-01-21,wasiXXXXXXXXXX,KA03HZXXXX,BAJAJ AVENGER STREET 220,10406.0,ENGINE OIL
2018-01-21,2018-01-21,wasiXXXXXXXXXX,KA03HZXXXX,BAJAJ AVENGER STREET 220,10406.0,CLUTCH COVER GASKET
2018-01-21,2018-01-21,wasiXXXXXXXXXX,KA03HZXXXX,BAJAJ AVENGER STREET 220,10406.0,CHAIN LUBRICATION
2018-01-21,2018-01-21,wasiXXXXXXXXXX,KA03HZXXXX,BAJAJ AVENGER STREET 220,10406.0,GEAR SHAFT
2018-01-21,2018-01-21,wasiXXXXXXXXXX,KA03HZXXXX,BAJAJ AVENGER STREET 220,10406.0,3M OIL
2018-01-21,2018-01-21,wasiXXXXXXXXXX,KA03HZXXXX,BAJAJ AVENGER STREET 220,10406.0,GENERAL SERVICE
2018-01-21,2018-01-21,naraXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,1250.0,ENGINE OIL
2018-01-21,2018-01-21,naraXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,1250.0,POLISH
2018-01-21,2018-01-21,naraXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,1250.0,CONSUMABLES
2018-01-21,2018-01-21,naraXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,1250.0,3M OIL
2018-01-21,2018-01-21,naraXXXXXXXXXX,KA53EVXXXX,BAJAJ PULSAR 150,1250.0,CHAIN LUBRICATION
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,DISC PAD
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,CHAIN LUBRICATION
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,SPEEDOMETER
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,ENGINE OIL
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,REAR FOOT REST
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,AIR FILTER
2018-01-21,2018-01-21,srikXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET,0.0,GENERAL SERVICE
2018-01-21,2018-01-21,suraXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 220,2720.0,CONSUMABLES
2018-01-21,2018-01-21,suraXXXXXXXXXX,KA53EUXXXX,BAJAJ PULSAR 220,2720.0,POLISH
